round;sample;ID_plate;centroid_1;centroid_2;growth_rate;peaks;circularity;eccentricity;RGB_mean_1;RGBt_mean_2;RGBt_mean_3;RGBt_std_1;RGBt_std_2;RGBt_std_3;Lab_mean_1;Lab_mean_2;Lab_mean_3;Lab_std_1;Lab_std_2;Lab_std_3;Labt_mean_1;Labt_mean_2;Labt_mean_3;Labt_std_1;Labt_std_2;Labt_std_3;activity_total
1;10µl-nr1;1-1;835;1242;0,1338005;23;0,96578;0,18561;246,7854;225,925;217,3063;22,9483;31,6416;36,2281;89,0539;8,08953;10,7003;11,1602;6,90168;8,14749;91,3267;6,5164;7,15765;10,7217;4,70734;7,27739;1
1;10µl-nr1;1-2;1484;1109;0,063329023;13;1,0207;0,22453;203,4753;160,3111;135,6222;16,0928;10,0833;7,72625;69,1886;13,231;17,4054;5,09732;3,40151;4,86611;69,7232;14,1296;19,6061;4,13404;3,4022;3,81545;0
1;10µl-nr2;2-2;493;580;0,04584244;15;1,0581;0,28171;207,9126;160,9032;148,3548;28,7998;15,8332;13,2729;69,2019;17,0137;13,7221;7,38965;5,17052;3,67209;71,3072;19,8785;15,035;7,10437;5,2638;3,69122;0
1;10µl-nr2;2-4;1052;1305;0,656070866;9;1,0217;0,44729;186,424;148,5897;133,641;7,89643;5,8387;5,50831;64,0392;13,139;12,7667;3,66983;2,71661;3,49231;65,0318;13,5466;13,9261;2,10122;2,40051;3,14126;0
1;10µl-nr2;2-5;1146;808;0,053184523;22;0,98664;0,25451;234,9079;169,5041;151,9421;21,5408;17,2004;16,3168;75,2906;21,9786;17,6378;10,3683;7,04636;6,18122;76,051;25,1306;20,0857;6,40666;4,69942;3,93355;0
1;10µl-nr2;2-6;1568;1437;0,954474489;22;0,96085;0,30636;203,9463;88,48611;35,52778;15,6091;13,9419;15,0216;53,8861;38,9035;48,1473;3,04332;11,6648;9,55157;52,6406;44,0382;51,1682;3,13553;9,64454;7,49311;0
1;10µl-nr3;3-2;494;960;0,032418714;19;1,0038;0,36109;188,4909;142,7059;114,4588;51,4195;55,25;52,4017;57,3747;23,0519;26,7269;19,179;6,83001;3,6123;64,6848;21,7938;25,5434;19,9838;7,24974;4,6034;0
1;10µl-nr3;3-3;825;1146;0,078261153;9;1,0907;0,36746;165,3496;123,0588;109,2353;16,075;11,3824;11,3056;53,7619;17,1568;14,8442;4,80529;2,07757;1,54936;56,2489;17,6578;15,3302;4,87254;2,24283;1,20188;0
1;10µl-nr3;3-4;945;1099;0,024164548;18;0,91768;0,29439;227,9028;159,4159;114,9469;34,3185;24,2306;18,3755;71,3886;20,189;33,8248;6,0675;3,16662;8,17246;71,1936;20,5994;33,1912;10,3343;3,04348;8,27079;0
1;10µl-nr3;3-5;967;1279;0,107720166;20;0,95088;0,18635;250,2501;228,6351;205,7095;17,0316;23,1017;25,8962;90,8158;5,73377;14,1801;9,03895;5,41297;6,69073;92,1286;4,75893;14,2475;7,80133;4,35203;6,11608;1
1;10µl-nr3;3-6;1209;313;0,596638932;16;0,89248;0,42431;175,2046;116,2317;106,3293;46,3108;38,6383;35,2165;57,9568;16,2866;12,8279;14,2063;5,11826;4,5637;52,9048;16,7963;12,6687;15,4708;3,90454;3,4158;1
1;10µl-nr3;3-7;1187;1408;0,543152756;11;0,96964;0,46197;186,9968;112,8571;88,82857;11,0009;7,62019;6,08028;55,9532;25,1025;25,5919;3,79114;3,2241;2,82742;54,6829;25,368;25,0941;3,18191;1,92656;2,38299;1
1;10µl-nr3;3-8;1282;1024;0,023316492;22;0,88892;0,35109;211,2919;164,0959;146,6301;37,1172;37,7395;38,4419;66,0234;22,9062;20,1373;11,4718;5,20295;4,25117;72,8291;21,436;18,6363;13,4999;7,5235;5,70832;0
1;10µl-nr3;3-9;1248;367;0,056184311;12;1,0259;0,22425;193,5208;149,8684;134,2632;40,1852;21,3771;16,9318;64,0331;16,9186;14,2355;9,11382;6,32578;5,9447;67,1634;19,8322;16,8996;9,73019;7,17232;6,58522;0
1;10µl-nr3;3-10;1324;378;0,01898563;19;0,97885;0,23902;186,4062;154,3472;145,4028;26,2178;17,8761;15,6445;64,6237;12,9972;9,48028;9,31197;4,06278;2,94923;67,4404;14,9807;10,938;7,44693;3,414;3,05585;0
1;10µl-nr3;3-11;1619;820;0;18;1,0307;0,33191;243,0436;209,1034;195,2069;30,5338;36,838;41,2484;85,4969;10,9547;12,6905;11,8668;6,70903;7,15868;86,422;10,8025;11,8307;12,6238;6,89472;7,72184;0
1;10µl-nr4;4-2;457;1462;0,086414039;15;0,99431;0,28296;176,1938;142,0238;124,2381;26,0753;12,1042;7,82993;59,7687;13,6621;13,9787;5,85807;4,22813;4,35428;63,132;15,732;16,5609;5,93186;4,97511;4,36968;0
1;10µl-nr4;4-3;752;1409;0,040012532;20;0,80931;0,667;183,0238;119,4323;104,7226;31,996;19,9753;15,3376;58,8152;18,9437;17,1868;4,1607;3,31887;3,52453;54,6405;17,2938;15,6864;9,26579;4,30437;4,72045;0
1;10µl-nr4;4-4;836;1278;0,095083617;8;0,94213;0,37304;240,5141;159,7419;133,4839;38,9835;32,6762;27,6669;80,2939;16,4302;18,889;11,5526;8,50131;7,98193;71,77;23,0228;24,1914;12,6599;5,82265;6,45189;0
1;10µl-nr4;4-7;1171;600;0,031646544;10;0,52202;0,75339;208,9387;196,1156;181,3121;44,8275;55,7857;57,4076;75,1846;8,26739;10,8525;21,7203;5,61239;5,48054;80,6257;7,51169;11,2282;19,3978;5,62001;5,66008;1
1;10µl-nr4;4-8;1108;1302;0,099356634;12;0,92676;0,57348;241,5744;191,3514;160,3514;8,93755;31,275;32,6098;79,2542;17,859;22,0614;10,7849;9,30823;6,80748;82,0972;17,3393;24,1695;8,68964;10,3643;6,88267;0
1;10µl-nr4;4-9;1323;1638;0;9;1,0501;0,19735;220,3137;184,3333;160,9524;32,4923;25,0227;17,8647;74,2763;14,7639;16,207;10,5641;4,49181;4,57966;79,0642;16,3403;19,3178;9,78319;3,42742;4,60847;0
1;10µl-nr4;4-10;1461;1109;0,13333601;18;0,67377;0,26774;150,9415;93,04505;85,63964;66,9921;55,3643;51,5431;47,6757;18,2617;14,0865;17,4996;7,76952;6,72147;42,09;13,6188;10,0606;23,2411;8,85253;7,9742;0
1;10µl-nr4;4-11;1452;655;0,060446364;11;1,0761;0,21204;238,4415;186;166,3333;31,7654;33,301;29,9429;77,6218;19,5387;18,285;10,2803;6,3075;3,04521;79,9049;17,4888;17,8301;11,7067;6,73666;3,96591;0
1;10µl-nr4;4-12;1666;1110;0,103265185;27;0,80188;0,48445;245,8658;219,782;212,9925;37,648;44,6256;49,3506;88,1499;9,64859;9,98353;12,4902;8,02925;10,0687;88,9678;6,60354;6,2962;15,8466;5,11225;6,84958;0
1;10µl-nr5;5-1;800;881;0,078261153;11;0,47216;0,28882;141,8555;102,1978;49,86813;20,3317;7,31394;4,21428;45,3874;12,1873;34,6233;2,9618;5,0808;4,9769;47,3727;13,9119;36,6032;4,1366;6,0944;6,0155;0
1;10µl-nr5;5-2;1138;688;0,006546376;15;0,42988;0,59803;131,1195;70,82524;35,67961;7,93032;7,13377;8,05035;37,4811;21,7776;29,7869;3,0324;4,805;4,8808;37,2421;23,8002;32,3052;2,5354;3,4167;3,5469;0
1;20µl-nr1;6-1;582;875;0,107154915;17;1,0357;0,29144;219,2668;162,8125;139,4792;28,7956;18,1971;14,1286;71,3485;18,5087;19,3599;6,53611;3,48271;4,16888;72,004;19,4636;20,9514;7,90324;3,67623;3,95318;0
1;20µl-nr1;6-2;614;1183;0,276518536;10;0,95453;0,35747;178,4955;154,1563;147,0625;44,5518;37,8683;36,7186;60,5201;14,7033;10,3085;11,7071;3,56814;2,45557;67,2834;15,6314;10,1623;14,6876;3,76025;2,09142;0
1;20µl-nr1;6-3;666;820;1,24937732;10;1,0989;0,36438;233,4565;190,2632;83,94737;36,5024;36,9592;9,54215;78,1022;6,68588;52,9649;10,0532;5,18011;14,1175;79,0451;5,13524;57,2919;13,0507;5,93537;17,174;0
1;20µl-nr1;6-4;738;1543;0;12;1,0883;0,11732;211,2493;167,6818;156,3636;21,6801;16,2023;14,8598;71,8071;15,0371;12,2636;5,60084;3,13861;1,6682;72,6833;15,7664;12,5262;6,57591;2,29489;1,89558;0
1;20µl-nr1;6-5;794;1653;0,497831659;16;0,93927;0,40215;217,9475;176,0714;154,6786;20,8609;13,0911;8,67831;72,4376;16,4002;16,9929;7,61465;4,02653;4,11228;76,6469;18,4005;19,2162;5,38271;3,31657;3,54996;0
1;20µl-nr1;6-6;949;461;0,416336488;24;0,99991;0,31719;227,7188;155,4812;138,7444;19,241;8,63888;7,53643;70,7585;24,9558;20,0716;5,06983;6,57961;3,61903;72,028;28,8797;21,6016;3,82302;6,46177;3,00411;0
1;20µl-nr1;6-7;945;920;0,814585855;11;0,99878;0,21197;162,34;124,2857;114,9643;20,2503;12,5458;10,8371;54,1788;15,5504;11,164;5,56591;2,86533;2,53651;56,5437;17,2285;12,4107;5,59545;3,44686;2,929;1
1;20µl-nr1;6-8;1297;905;0,071259489;12;0,70482;0,48518;152,5571;113,8224;87,41121;17,0843;9,66887;3,75664;50,272;13,7442;19,1164;4,61532;2,68621;5,00403;51,9468;14,6905;21,7178;4,46773;2,52711;5,07827;0
1;20µl-nr1;6-9;1348;1638;1,292963554;15;0,83354;0,47555;137,0386;77,4252;60,55118;30,2187;29,9437;27,4173;43,2726;16,5899;17,9123;9,32787;3,84543;3,45857;37,6846;18,1008;18,5636;12,0478;3,55124;3,0148;0
1;20µl-nr2;7-3;565;783;0,00891895;15;1,0093;0,39525;223,035;197,9342;186,2105;29,263;47,221;56,4816;75,4243;15,9496;14,5809;15,8769;7,74803;8,75295;82,8821;13,1278;11,8707;15,3163;8,80599;10,1281;0
1;20µl-nr2;7-4;647;390;0,1276264;22;0,97863;0,28302;242,1412;204,6154;189,6346;30,8031;38,5243;42,613;87,4363;8,23992;9,59444;12,5038;5,01602;6,56574;84,6749;10,3016;12,2771;13,167;5,94876;6,81558;0
1;20µl-nr2;7-5;660;548;0,029536055;14;1,0162;0,25787;222,0354;130,2979;98,93617;22,0174;9,22642;7,15482;64,035;31,7961;30,8945;6,29299;7,27549;7,07564;63,8442;32,5128;32,2512;4,70119;5,52083;4,84147;0
1;20µl-nr2;7-6;664;836;0,082135519;15;1,0385;0,18546;241,3065;219,5227;215,3636;26,2989;37,5886;42,3667;86,4821;10,561;7,07332;13,3485;6,70277;6,83613;89,4747;8,67247;5,62309;12,5738;5,93218;6,22148;1
1;20µl-nr2;7-7;809;964;0,020658197;22;0,97285;0,25974;233,2674;155,899;133,0909;25,0457;14,407;11,0325;70,1736;28,5777;23,7671;6,78044;4,41095;4,02473;72,3592;29,4875;25,2256;6,45541;3,88571;3,81238;1
1;20µl-nr2;7-8;793;340;0;12;1,0784;0,22101;205,7746;169,4091;151,8636;43,1721;27,8476;22,1559;70,0599;13,6405;14,7803;10,3228;4,59466;4,24575;73,1072;14,9793;15,6899;11,799;5,23087;5,08043;0
1;20µl-nr2;7-9;951;1139;0,009700199;21;1,0022;0,27061;241,5719;211,3623;209,6522;27,1996;35,4463;38,4451;85,1084;12,8712;6,88708;13,6993;6,36425;5,54379;87,3471;11,9415;5,51785;12,1133;5,44711;4,11918;0
1;20µl-nr2;7-10;1240;1538;0,042385208;28;0,93667;0,37891;218,9276;151,8268;116,5754;27,0957;13,4857;7,79143;66,8113;24,4413;28,1104;8,3435;5,77863;6,37081;70,382;27,4699;31,38;6,40312;4,7205;5,68477;0
1;20µl-nr2;7-11;1257;1177;0,121143892;29;0,7931;0,084517;222,17;173,4585;147,878;42,0766;44,5903;41,123;72,7843;17,873;19,4702;15,2367;6,85731;6,56844;75,0735;16,9946;21,1602;15,9075;7,30619;6,10725;1
1;20µl-nr2;7-12;1389;887;0,04998234;25;0,97033;0,28226;175,1467;76,63309;32,15108;12,3201;11,2869;11,3156;46,1808;35,0927;42,3943;3,08648;7,88166;6,84327;45,2445;38,1073;44,2819;3,46483;5,94617;4,7803;0
1;20µl-nr2;7-13;1363;1412;0,098097009;16;1,0048;0,20739;222,3609;142,0962;112,7885;30,6249;17,6049;14,2916;67,1356;26,4276;26,8219;8,37273;5,32052;5,52165;66,6422;27,5329;28,3382;7,92908;4,97607;5,30247;0
1;20µl-nr3;8-1;358;1103;0,115130712;12;0,82957;0,54589;251,179;220,1111;207,0889;12,951;29,3003;37,3684;88,4339;11,3663;12,0095;9,02705;8,78628;9,15496;90,2077;9,74257;10,9201;8,57571;8,40709;9,83296;1
1;20µl-nr3;8-2;448;1288;0,040634168;19;0,99028;0,26249;197,0727;153,3109;138,7227;38,4167;23,0738;18,5728;64,5572;17,9826;14,6323;9,88407;5,23377;4,10782;68,5189;20,2909;16,4265;10,2082;5,17782;4,64578;0
1;20µl-nr3;8-3;683;1073;0,075587299;17;0,97838;0,1797;210,6736;155,0851;136,766;29,8561;26,3959;26,6198;65,1036;24,4252;20,3236;8,77446;4,50737;4,02593;70,5664;24,9109;20,6984;9,84044;5,06133;3,87927;0
1;20µl-nr3;8-4;865;1255;0,034796004;22;1,007;0,13814;190,6114;140,3737;128,0505;22,5361;14,7189;13,1004;60,8478;20,591;15,2243;7,24366;3,37072;2,52281;64,0906;21,8499;16,0034;6,38473;2,87234;2,11638;0
1;20µl-nr3;8-6;989;1577;0,089244078;20;0,89359;0,39404;220,0075;147,8967;128,3696;34,812;51,3722;57,1862;71,9175;19,2424;18,4706;17,6258;9,98923;8,61283;66,6448;21,4154;20,4401;17,0178;8,89195;7,98783;1
1;20µl-nr3;8-7;1028;1349;0,0090403;19;0,80443;0,29607;139,2641;88,46667;39,62667;6,28919;6,70888;7,25365;42,9954;15,2318;34,9312;1,30024;5,05799;3,59461;42,998;18,2833;36,8759;1,34635;5,63918;3,18619;0
1;20µl-nr3;8-8;1150;1012;0,073224678;18;0,88522;0,1976;171,8632;120,569;108,4224;35,711;35,7621;37,2764;54,0419;20,6094;16,2618;11,0831;4,65771;4,38402;55,4868;19,3051;15,2365;13,3812;4,9752;4,56401;0
1;20µl-nr3;8-9;1288;693;0,055074857;19;0,97032;0,33563;181,7205;124,5393;104,6517;29,6449;14,7626;10,1232;56,8437;21,0809;19,4262;6,47183;5,39916;5,42495;58,1629;22,0418;20,8106;7,24439;5,43321;5,09281;0
1;20µl-nr3;8-10;1417;471;0,013606998;11;0,51455;0,46938;143,0151;119,2808;110,911;19,202;11,0776;8,31527;51,2896;9,28854;7,81398;4,02637;3,53202;3,54848;52,5775;9,75709;8,78621;5,07034;3,36972;3,06105;0
1;20µl-nr3;8-9;1602;692;0,055074857;19;0,97032;0,33563;181,7205;124,5393;104,6517;29,6449;14,7626;10,1232;56,8437;21,0809;19,4262;6,47183;5,39916;5,42495;58,1629;22,0418;20,8106;7,24439;5,43321;5,09281;0
1;20µl-nr3;8-11;1547;434;1,585692078;8;1,0881;0,34763;220,7299;197,0588;101,2353;32,04;21,7039;24,659;77,0337;3,66072;41,528;9,16282;4,14379;20,0935;81,0027;2,57825;51,0956;8,0496;5,08568;21,1634;0
1;20µl-nr4;9-1;352;1251;0,1149629;21;1,0054;0,35378;175,242;108,5185;104,1574;51,0642;41,5419;39,1346;57,8794;16,7167;11,354;15,6496;4,08678;4,40472;49,4925;16,2739;9,12375;17,0746;4,43086;3,863;1
1;20µl-nr4;9-2;526;1204;0,030207558;24;0,90292;0,29762;197,8903;124,4725;114,6484;52,205;40,3376;35,5385;63,7011;19,6517;15,9509;13,2754;4,87098;5,13698;56,4435;17,9473;12,9362;16,4162;4,80122;5,63185;1
1;20µl-nr4;9-3;673;1210;0,019835856;14;1,0502;0,17444;200,4296;138,2;86,54286;34,0666;15,8778;5,90784;61,5876;21,1432;33,7089;7,27185;6,16705;9,79142;64,4962;24,5077;39,3362;7,74659;6,33131;10,5328;0
1;20µl-nr4;9-4;760;1401;0,149793863;14;0,95097;0,36205;238,2148;196,375;174,2727;29,0024;34,8251;35,0244;81,3144;13,5791;16,7437;12,9976;7,18862;6,19024;82,7215;13,7738;17,5868;11,8258;6,893;6,96507;0
1;20µl-nr4;9-5;783;356;0,362137534;20;0,97044;0,27412;242,176;176,0583;158,2917;12,0586;10,2049;6,90438;78,3285;20,5688;18,3933;7,20117;6,49241;4,40362;78,5114;25,102;20,1161;3,05598;5,58886;2,30583;1
1;20µl-nr4;9-6;873;980;0,055249414;17;0,73046;0,24095;176,3118;133,1852;118,9153;23,5791;14,1873;11,0854;57,2196;18,0939;14,5694;6,45576;3,52267;3,14303;60,7655;19,7568;16,3191;6,37619;3,44117;3,25325;0
1;20µl-nr4;9-7;856;508;0,080638443;11;0,98023;0,18444;195,5424;185,5;174,6944;49,8101;55,2943;57,1558;67,8985;11,9949;11,9538;18,2454;5,53657;5,36021;77,3226;10,0195;9,98213;19,7106;6,23393;6,72857;0
1;20µl-nr4;9-8;936;1647;0,079830108;16;0,94674;0,2986;219,0199;185,1495;167,5047;26,9874;40,6181;50,7718;71,1524;19,0723;19,237;12,3496;7,6244;8,20643;79,2968;16,5307;16,6092;13,0201;9,00593;10,744;0
1;20µl-nr4;9-9;1287;1206;0,065408686;11;1,0439;0,13913;204,8072;188,9697;180,4545;43,7722;52,4967;54,9688;69,9829;14,4371;11,4139;17,807;5,95164;4,92384;79,1182;11,9288;9,45524;18,3065;6,93813;6,29786;1
1;20µl-nr4;9-10;1379;1081;0,098834061;21;0,91588;0,28944;210,0151;159,6694;141,2903;30,2967;32,376;35,5447;67,1277;20,854;18,1704;11,9036;7,19808;6,53686;71,75;23,0586;19,9441;11,1135;7,83872;7,4586;0
1;20µl-nr4;9-11;1415;1274;0,00681495;21;0,87158;0,35828;181,5114;103,4545;55,54545;28,1197;14,062;19,1355;52,6013;26,4342;35,9745;6,44053;9,74619;12,0864;53,2291;30,975;41,3583;6,00576;9,92874;11,5696;0
1;20µl-nr5;10-1;417;839;0,083164879;11;0,27603;0,77318;139,5748;111,2914;95,16556;15,735;6,82602;5,04306;47,673;11,5958;12,7976;4,0738;3,46874;4,23518;50,4671;13,3175;15,0626;3,44299;3,69327;4,5189;0
1;20µl-nr5;10-2;393;1046;0,056987921;15;0,99585;0,27263;226,1189;173,0676;148,6757;35,1763;44,5653;45,0966;71,6309;21,3524;23,7834;10,2938;6,69003;5,41638;75,108;17,3889;20,8046;14,9438;9,45906;7,51314;0
1;20µl-nr5;10-3;408;563;0,008800815;15;0,95073;0,50828;205,8384;138,2105;96,10526;41,5114;28,9392;39,2675;62,9638;23,2605;30,2566;10,8113;10,038;13,9635;65,5491;28,1879;35,7975;11,3624;10,2282;14,207;0
1;20µl-nr5;10-4;478;705;0,054271117;15;0,2717;0,74507;141,0248;112,0737;100,3789;11,2472;5,62525;4,23305;48,5841;11,4811;10,9984;3,65077;2,53461;2,14011;50,4724;12,4097;11,9829;2,71854;2,63589;1,98757;0
1;20µl-nr5;10-5;484;554;0;11;0,86217;0,70539;204,5343;149,9318;125,9773;11,8518;7,05592;9,14353;65,4342;19,7757;20,3528;7,23999;5,95059;6,30648;68,1047;22,3842;22,8693;2,22074;5,12647;4,75138;0
1;20µl-nr5;10-6;655;1089;0,034081923;15;0,77346;0,32313;139,2639;88,2987;76,71429;38,5833;31,0089;29,74;42,3549;19,6138;17,2342;13,0726;4,37323;5,30374;42,1283;18,1658;14,8543;13,1518;5,15782;6,41318;1
1;20µl-nr5;10-7;737;414;0,023946802;12;0,89381;0,36156;222,7893;180,5789;162,3158;41,9271;37,4638;36,1397;73,8319;16,54;18,1925;12,827;6,33016;6,39747;77,3828;15,7954;16,3941;13,8533;6,90946;7,23841;0
1;20µl-nr5;10-8;808;1582;0,010464025;11;0,15886;0,52254;163,9289;117,8601;99,33161;27,8975;15,0266;8,59772;54,1303;14,9979;16,6948;5,17836;3,73707;4,49835;53,5496;15,1556;17,0993;7,17241;4,51642;5,80961;0
1;20µl-nr5;10-9;858;897;0,00768161;20;0,96451;0,22658;155,4741;108,931;101,0575;13,6456;9,72505;8,97977;51,5262;15,7703;11,2353;4,09221;2,24332;1,53419;49,971;15,4864;10,962;4,1991;2,13049;1,28038;0
1;20µl-nr5;10-10;948;543;0,023316492;18;0,99893;0,25572;219,6783;178,1864;165,2373;30,5964;51,0208;61,7437;71,5976;19,9595;17,6147;15,3621;9,47939;9,50095;76,9747;17,9792;14,8732;16,3091;10,4808;11,2382;0
1;20µl-nr5;10-11;1040;1097;0,042539441;14;0,98053;0,20728;207,4539;142,1;136,7923;42,6834;45,099;45,7673;71,9058;13,9783;8,14764;17,5795;5,02934;4,28789;62,2793;14,6897;8,89984;16,7491;3,85511;3,22756;0
1;20µl-nr5;10-12;1093;310;0,1149629;13;0,80006;0,44425;234,4314;212,1944;196,1852;32,7377;34,1132;32,1548;83,0458;9,95157;11,7787;13,3091;5,47254;5,46083;86,8769;8,02111;11,764;12,1272;4,65076;5,66546;0
1;20µl-nr5;10-13;1171;910;0,060446364;12;1,0744;0,36261;188,5704;143,9167;132,7083;24,8482;14,9577;12,0704;61,4362;18,8877;13,2273;6,59767;4,09703;3,08;64,8634;19,8194;14,415;6,561;4,37818;3,51916;0
1;20µl-nr5;10-15;1259;1115;0,01116752;18;0,99374;0,18549;200,0959;131,8361;113,2787;42,0913;34,6998;28,8023;63,0338;21,6371;18,986;10,2052;4,82538;4,05032;60,3928;20,7361;19,3104;13,55;6,22315;5,34408;0
1;20µl-nr5;10-16;1324;570;1,197423426;8;1,0442;0,70467;222,5044;167,4706;149,2941;40,9839;31,1069;26,234;72,759;18,3922;17,5135;9,70565;3,74072;3,36055;73,5551;19,5128;17,945;12,4736;3,06594;3,92479;1
1;30µl-nr1;11-1;361;1180;0,015159254;19;0,95561;0,26011;236,89;188,0522;166,9925;31,8411;29,0378;24,1298;78,0496;17,8601;17,7949;9,64392;4,83132;3,53451;80,2624;15,8992;17,8591;10,6329;5,05073;4,09173;0
1;30µl-nr1;11-2;422;1287;0,053184523;9;0,96578;0,71856;245,2566;206,963;190,963;11,6591;26,3227;30,0365;84,8982;13,3208;12,4769;10,5356;7,77338;6,46133;86,6388;13,9616;14,2695;7,59655;8,19592;6,35276;0
1;30µl-nr1;11-3;504;946;0,018373111;17;0,94157;0,31002;222,5658;153,0721;137,6937;42,2861;39,6043;38,2788;72,7407;19,073;16,667;14,1765;6,93319;6,4043;68,1397;19,7505;16,7854;14,5973;6,42672;5,66355;0
1;30µl-nr1;11-4;583;524;0,064352044;17;1,0262;0,23264;242,4116;185,8636;161,1667;17,4378;29,7667;37,4074;78,3423;19,9583;22,166;9,11457;7,37371;8,01925;80,6332;19,7842;21,7398;8,97067;8,55048;9,43945;0
1;30µl-nr1;11-5;599;1229;0;11;1,0042;0,34064;220,3087;170,5676;155,1622;25,0378;34,3807;38,0668;69,637;22,5005;19,2573;7,2064;4,11507;3,03521;74,8154;19,8128;16,717;11,3886;6,83689;5,61272;1
1;30µl-nr1;11-6;625;997;0,00891895;19;1,0014;0,3352;208,8378;144,7333;126,9867;19,1916;10,9869;9,79864;66,0606;22,0277;18,4919;3,7435;3,76955;3,6285;66,1567;22,8701;19,5621;4,83586;3,98444;3,93314;0
1;30µl-nr1;11-7;631;1132;0,00805406;17;0,99168;0,24958;198,4416;140;117,9167;17,5621;9,43079;7,64452;63,2526;20,145;19,5363;4,28226;3,13922;3,6633;64,0825;21,7131;21,6498;4,28677;3,80508;3,82865;1
1;30µl-nr1;11-8;670;1360;0,094019643;20;0,59421;0,44399;226,8959;212,2621;195,5172;38,4382;44,5282;47,9567;80,2223;9,0928;15,3191;18,6024;7,00972;7,86247;86,6118;7,41236;12,0204;15,7601;5,4064;9,66704;0
1;30µl-nr1;11-9;704;514;1,008947597;19;0,97934;0,25226;195,4167;152,5094;141,7547;37,3495;21,7953;19,8628;63,6979;18,8645;13,4513;9,63381;5,59527;3,52049;68,607;21,7949;14,9183;9,77816;5,45764;3,42123;0
1;30µl-nr1;11-10;664;1264;0,983140399;12;1,0693;0,27932;168,8571;132,875;119,6667;12,5524;10,4312;9,65792;57,7837;13,0759;12,3411;3,14209;2,28659;1,93559;58,9798;13,6397;13,1336;4,16386;2,18381;2,03542;0
1;30µl-nr1;11-11;994;1440;1,739418677;10;1,0658;0,51369;238,1833;162,8333;132,7222;40,1807;29,26;23,9283;74,8979;22,3614;25,0157;7,83844;4,82575;4,3874;73,2303;23,7743;26,6027;11,8095;6,22829;7,34296;0
1;30µl-nr1;11-12;1167;745;0,200851078;8;1,0065;0,53387;225,6389;193,5;174,625;18,8368;34,3524;43,5579;75,8393;15,7841;16,363;14,5951;7,6038;7,00331;82,5163;16,8353;17,2587;10,4236;9,10053;9,96971;0
1;30µl-nr1;11-13;1181;614;0,030910309;10;0,82742;0,69875;228,6171;204;178,913;35,4328;45,1281;42,7401;78,5593;12,3546;17,6408;14,6953;7,60814;6,74172;84,2216;9,07424;17,33;15,2995;7,88905;7,22307;0
1;30µl-nr1;11-14;1314;752;0,35813721;13;1,0024;0,21933;163,9709;125,0811;112,7297;18,9214;10,0066;6,87042;54,6158;15,3577;12,7757;4,19948;3,41818;2,88792;56,9218;17,2593;14,2234;4,7143;3,38409;3,26656;0
1;30µl-nr1;11-15;1353;1244;0,616173135;20;1,0135;0,19941;216,1355;164,2935;147,75;28,5287;19,7454;18,4389;69,14;21,0572;17,4354;8,88886;4,71385;3,85923;73,4196;22,8584;18,5629;8,07484;4,32157;3,54096;0
1;30µl-nr1;11-17;1528;742;0,020446285;7;0,78439;0,63672;243,4131;176,8235;165,5294;62,67;64,9137;63,6521;81,8643;15,9054;17,2388;11,2668;8,90781;7,6694;74,1968;11,3042;10,7762;23,8557;7,65078;7,33011;0
1;30µl-nr1;11-18;1592;1006;0,881189659;19;0,93372;0,3525;152,9629;80,94737;41,00877;11,9229;9,48948;14,1086;44,3342;23,2344;33,489;2,80281;5,83712;6,08361;42,3829;26,068;35,6397;2,70365;6,88999;7,18353;0
1;30µl-nr1;11-19;1579;707;1,154612789;9;1,1084;0,20902;168,2709;127,7;114,1;11,5096;8,32308;5,82101;58,0813;11,7857;13,5091;3,24394;2,36169;2,12465;56,3821;11,3494;12,4935;3,39713;1,91404;2,36042;0
1;30µl-nr2;12-1;450;816;0;10;1,0575;0,095334;218,059;185,25;167,375;37,3677;30,9618;25,8269;75,3619;12,3323;14,0428;8,76186;3,37881;3,18811;78,3755;12,9372;14,8746;12,0348;2,05424;3,76645;0
1;30µl-nr2;12-3;567;1617;0;12;1,0062;0,33218;197,0436;139,5429;122,0857;25,9524;14,9142;10,3565;64,0023;18,4555;17,2255;6,58888;4,07896;3,98699;63,2058;19,5998;18,0079;6,77813;3,92031;4,23145;1
1;30µl-nr2;12-4;721;1723;0,015821029;23;1,0206;0,31828;141,3251;58,77907;53,39535;83,9792;62,5357;54,2129;46,9953;10,7983;10,0096;32,3036;7,67237;9,05686;25,29;8,71323;6,43419;28,3122;7,71827;9,00785;1
1;30µl-nr2;12-5;869;442;0,319180343;19;0,97661;0,22122;222,3856;165,1837;146,8163;27,3354;26,0029;25,0498;72,6848;18,6186;17,1098;12,0441;5,91743;4,16477;73,3872;21,5501;19,0822;9,35014;5,28157;3,42898;1
1;30µl-nr2;12-6;944;1048;0,348521241;20;0,6168;0,50194;241,6885;223,9595;217,7703;19,7747;32,5296;35,3163;87,7762;8,35474;7,52885;13,68;6,31941;5,401;90,8539;7,50008;6,24145;10,5324;5,81679;5,18096;1
1;30µl-nr2;12-7;1032;368;0,641249765;13;0,99614;0,30645;236,7726;223,3878;217,1633;14,5379;30,0054;39,3189;84,5411;10,3252;9,38781;14,9252;7,1316;8,26586;90,9852;8,69358;6,79294;9,19993;6,82213;8,49806;1
